pairid,ident1,project1,file1,method1,ident2,project2,file2,method2,sim,sim_tok
86,13962,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/LRUCache.java,LRUCache.flush(),19338,guava,repos/guava/guava/src/com/google/common/cache/LocalCache.java,LocalCache.Segment.clearReferenceQueues(),0.354387069752614,0.3090909090909091
87,857,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/api/DetailAST.java,DetailAST.getLastChild(),49577,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/util/DOMUtil.java,"DOMUtil.getLastChildElement(Node, String[])",0.4174289561167605,0.37209302325581395
88,1353,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/trie/AbstractPatriciaTrie.java,AbstractPatriciaTrie.floorEntry(K),29053,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentSkipListMap.java,ConcurrentSkipListMap.floorEntry(K),0.7424698913916157,0.0640394088669951
89,8923,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nlp-parent/deeplearning4j-nlp-chinese/src/main/java/org/ansj/app/crf/Config.java,"Config.makeFeatureArr(List<Element>, int)",51158,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/XMLStreamReaderImpl.java,XMLStreamReaderImpl.getAttributeLocalName(int),0.3247825314537551,0.18918918918918914
90,11579,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/workspace/Converter/src/junit/framework/TestCase.java,TestCase.runTest(),25083,openjdk11,repos/openjdk11/test/langtools/tools/javac/diags/CheckExamples.java,CheckExamples.run(),0.3305981996773425,0.1943396226415094
91,14802,freemind,repos/freemind/freemind/freemind/swing/DefaultListModel.java,DefaultListModel.removeElement(Object),45363,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/DefaultListModel.java,DefaultListModel.removeElement(Object),1.0,1.0
92,348,caffeine,repos/caffeine/jcache/src/main/java/com/github/benmanes/caffeine/jcache/CacheProxy.java,CacheProxy.enableStatistics(boolean),26180,openjdk11,repos/openjdk11/src/java.base/share/classes/sun/security/ssl/BaseSSLSocketImpl.java,BaseSSLSocketImpl.setTcpNoDelay(boolean),0.3838487069415246,0.38983050847457623
93,134,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java,"Caffeine.weigher(Weigher<?, ?>)",19366,guava,repos/guava/guava/src/com/google/common/cache/CacheBuilder.java,"CacheBuilder.weigher(Weigher<?, ?>)",0.8467481309885253,0.75
94,18153,guava,repos/guava/guava/src/com/google/common/net/InetAddresses.java,InetAddresses.fromLittleEndianByteArray(byte[]),31368,openjdk11,repos/openjdk11/src/java.base/share/classes/java/net/InetAddress.java,"InetAddress.getByAddress(String, byte[])",0.3577867561310288,0.23529411764705888
95,5016,deeplearning4j,repos/deeplearning4j/datavec/datavec-api/src/main/java/org/datavec/api/transform/TransformProcess.java,TransformProcess.executeSequenceToSequence(List<List<Writable>>),56878,openjdk11,repos/openjdk11/src/java.xml.crypto/share/classes/com/sun/org/apache/xml/internal/security/transforms/implementations/TransformXPointer.java,"TransformXPointer.enginePerformTransform(XMLSignatureInput, OutputStream, Transform)",0.30211056468357267,0.10828025477707004
96,14258,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/jdom/DOMNode.java,DOMNode.rangeCopy(int[]),19052,guava,repos/guava/guava/src/com/google/common/collect/MapMakerInternalMap.java,"MapMakerInternalMap.Segment.copyEntry(E, E)",0.6596880541118085,0.26086956521739135
97,318,caffeine,repos/caffeine/jcache/src/main/java/com/github/benmanes/caffeine/jcache/configuration/CaffeineConfiguration.java,CaffeineConfiguration.getExpireAfterWrite(),53613,openjdk11,repos/openjdk11/src/jdk.jfr/share/classes/jdk/jfr/consumer/RecordedEvent.java,RecordedEvent.getDuration(),0.40694796711153697,0.5
98,4795,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/geometry/euclidean/threed/FieldVector3D.java,FieldVector3D.getNormSq(),7359,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/api/ndarray/BaseNDArray.java,BaseNDArray.squaredDistance(INDArray),0.3451058244384232,0.3666666666666667
99,218,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,ConcurrentHashMapV7.clear(),29043,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentSkipListMap.java,ConcurrentSkipListMap.clear(),0.9999999999999999,0.2642487046632125
100,12593,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/java/NdBinding.java,NdBinding.setModifiers(int),25224,openjdk11,repos/openjdk11/test/langtools/tools/lib/builder/AbstractBuilder.java,AbstractBuilder.Modifiers.setModifiers(String[]),0.4308476015884669,0.5882352941176471
101,14797,freemind,repos/freemind/freemind/freemind/swing/DefaultListModel.java,DefaultListModel.setSize(int),45358,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/DefaultListModel.java,DefaultListModel.setSize(int),1.0,1.0
102,9895,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.compiler.apt.tests/processors/org/eclipse/jdt/compiler/apt/tests/processors/base/BaseProcessor.java,BaseProcessor.reportError(String),59940,openjdk11,repos/openjdk11/make/jdk/src/classes/build/tools/dtdbuilder/DTDParser.java,"DTDParser.error(String, String, String, String)",0.3113212433721577,0.18181818181818177
103,18742,guava,repos/guava/guava/src/com/google/common/collect/RegularImmutableMap.java,"RegularImmutableMap.checkNoConflictInKeyBucket(Object, Entry<?, ?>, ImmutableMapEntry<?, ?>)",27894,openjdk11,repos/openjdk11/src/java.base/share/classes/jdk/internal/jmod/JmodFile.java,JmodFile.stream(),0.3428444985057939,0.2549019607843137
104,1454,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ObjectArrayIterator.java,ObjectArrayIterator.next(),7974,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-data/deeplearning4j-utility-iterators/src/main/java/org/deeplearning4j/datasets/iterator/JointMultiDataSetIterator.java,JointMultiDataSetIterator.next(),0.5973473308861689,0.07984790874524716
105,3353,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/util/FastMath.java,"FastMath.pow(double, double)",9336,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nearestneighbors-parent/nearestneighbor-core/src/main/java/org/deeplearning4j/clustering/util/MathUtils.java,"MathUtils.sm(double, double)",0.26560077172398067,0.01661129568106312
106,5360,deeplearning4j,repos/deeplearning4j/datavec/datavec-api/src/main/java/org/datavec/api/records/Buffer.java,Buffer.get(),38116,openjdk11,repos/openjdk11/src/java.desktop/share/classes/sun/awt/dnd/SunDropTargetContextPeer.java,SunDropTargetContextPeer.getTransferData(DataFlavor),0.24600287702323978,0.059561128526645746
107,12295,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/QualifiedNameReference.java,QualifiedNameReference.reportError(BlockScope),59802,openjdk11,repos/openjdk11/src/jdk.rmic/share/classes/sun/tools/tree/IdentifierExpression.java,"IdentifierExpression.bind(Environment, Context)",0.2829476026716743,0.13407821229050276
108,12338,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/Annotation.java,"Annotation.getLocations(Expression, Annotation)",44362,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/text/html/LineView.java,"LineView.getPreTab(float, int)",0.269256715577884,0.10350584307178634
109,1207,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/map/CompositeMap.java,CompositeMap.containsValue(Object),30134,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/TreeMap.java,TreeMap.containsValue(Object),0.8688821435601944,0.5
110,9427,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nearestneighbors-parent/nearestneighbor-core/src/main/java/org/deeplearning4j/clustering/vptree/VPTree.java,"VPTree.search(Node, INDArray, int, PriorityQueue<HeapObject>, double)",48261,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/xml/internal/stream/writers/XMLStreamWriterImpl.java,"XMLStreamWriterImpl.writeProcessingInstruction(String, String)",0.30447556229549544,0.26171875
111,17483,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedPriorityBlockingQueue.java,MonitorBasedPriorityBlockingQueue.offer(E),30126,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/PriorityQueue.java,PriorityQueue.offer(E),0.7109774537738096,0.31481481481481477
112,223,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,ConcurrentHashMapV7.WriteThroughEntry.setValue(V),29145,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,ConcurrentHashMap.MapEntry.setValue(V),0.8483029514144889,0.7619047619047619
113,8025,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-data/deeplearning4j-datasets/src/main/java/org/deeplearning4j/datasets/mnist/MnistDbFile.java,MnistDbFile.next(),31933,openjdk11,repos/openjdk11/src/java.base/share/classes/java/lang/StackStreamFactory.java,StackStreamFactory.FrameBuffer.next(),0.30081478292888286,0.2533333333333333
114,14974,freemind,repos/freemind/freemind/freemind/main/ExampleFileFilter.java,ExampleFileFilter.setDescription(String),48157,openjdk11,repos/openjdk11/src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/oops/ObjectHistogramElement.java,ObjectHistogramElement.getDescription(),0.2448452958144095,0.044642857142857095
115,6508,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/util/AtomicThrowable.java,AtomicThrowable.setIfFirst(Throwable),23462,openjdk11,repos/openjdk11/test/jdk/sanity/client/lib/jemmy/src/org/netbeans/jemmy/Timeouts.java,"Timeouts.initTimeout(String, long)",0.34531434677306194,0.40476190476190477
116,4368,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/linear/AbstractFieldMatrix.java,AbstractFieldMatrix.checkRowIndex(int),23143,openjdk11,repos/openjdk11/test/jdk/sanity/client/lib/jemmy/src/org/netbeans/jemmy/operators/JTreeOperator.java,JTreeOperator.waitExpanded(int),0.2472596276037992,0.20370370370370372
117,14804,freemind,repos/freemind/freemind/freemind/swing/DefaultListModel.java,DefaultListModel.toArray(),45365,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/DefaultListModel.java,DefaultListModel.toArray(),1.0000000000000002,1.0
118,3315,commons-math,repos/commons-math/src/test/java/org/apache/commons/math4/geometry/partitioning/RegionDumper.java,RegionDumper.dump(IntervalsSet),8592,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/eval/Evaluation.java,Evaluation.confusionToString(),0.26385567706271806,0.22507122507122512
119,560,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/gui/ParseTreeTablePresentation.java,"ParseTreeTablePresentation.getIndexOfChild(Object, Object)",46023,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/tree/DefaultTreeModel.java,"DefaultTreeModel.getIndexOfChild(Object, Object)",0.6378975897039204,0.32692307692307687
120,3261,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java,Fraction.doubleValue(),4481,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/fraction/BigFraction.java,BigFraction.doubleValue(),1.0000000000000002,0.1428571428571429
121,18707,guava,repos/guava/guava/src/com/google/common/collect/GeneralRange.java,GeneralRange.intersect(GeneralRange<T>),59923,openjdk11,repos/openjdk11/make/jdk/src/classes/build/tools/generatebreakiteratordata/CharSet.java,CharSet.intersection(CharSet),0.23326977333656107,0.035608308605341255
122,3506,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/util/MathUtils.java,"MathUtils.max(T, T)",36060,openjdk11,repos/openjdk11/src/jdk.javadoc/share/classes/jdk/javadoc/internal/doclets/toolkit/util/Utils.java,"Utils.elementsEqual(Element, Element)",0.42999891651092975,0.1807228915662651
123,17669,guava,repos/guava/guava/src/com/google/common/util/concurrent/MoreExecutors.java,MoreExecutors.platformThreadFactory(),29089,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ThreadPoolExecutor.java,ThreadPoolExecutor.setThreadFactory(ThreadFactory),0.2896842980390025,0.2098765432098766
124,140,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/Caffeine.java,Caffeine.expireAfterAccess(Duration),19370,guava,repos/guava/guava/src/com/google/common/cache/CacheBuilder.java,"CacheBuilder.expireAfterAccess(long, TimeUnit)",0.708138843335423,0.30000000000000004
125,13006,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/ArrayCreation.java,ArrayCreation.getType(),18250,guava,repos/guava/guava/src/com/google/common/reflect/Types.java,Types.newArrayType(Type),0.28020358268612333,0.35779816513761464
126,44,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/CaffeineSpec.java,CaffeineSpec.recordStats(String),37535,openjdk11,repos/openjdk11/src/java.desktop/share/classes/sun/swing/plaf/DesktopProperty.java,DesktopProperty.configureValue(Object),0.23454756003717303,0.14423076923076927
127,3472,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/util/OpenIntToFieldHashMap.java,OpenIntToFieldHashMap.Iterator.value(),59263,openjdk11,repos/openjdk11/src/jdk.rmic/share/classes/sun/tools/java/BinaryMember.java,BinaryMember.getValue(Environment),0.3388283948119365,0.09090909090909094
128,14969,freemind,repos/freemind/freemind/freemind/main/Base64Coding.java,Base64Coding.encode64(byte[]),59937,openjdk11,repos/openjdk11/make/jdk/src/classes/build/tools/dtdbuilder/DTDInputStream.java,DTDInputStream.push(char[]),0.23382755261016303,0.04884318766066842
129,67,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/stats/CacheStats.java,CacheStats.missRate(),19308,guava,repos/guava/guava/src/com/google/common/cache/CacheStats.java,CacheStats.missRate(),0.9379096057065409,1.0
130,18089,guava,repos/guava/guava/src/com/google/common/io/LineReader.java,LineReader.readLine(),30890,openjdk11,repos/openjdk11/src/java.base/share/classes/java/io/BufferedReader.java,BufferedReader.readLine(boolean),0.6389566685536178,0.24723247232472323
131,5718,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-parameter-server-parent/nd4j-parameter-server-rocksdb-storage/src/main/java/org/nd4j/parameterserver/updater/storage/RocksDbStorage.java,RocksDbStorage.clear(),48549,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xml/internal/utils/NodeVector.java,NodeVector.RemoveAllNoClear(),0.23779729705585273,0.17543859649122806
132,17475,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.size(),29190,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ArrayBlockingQueue.java,ArrayBlockingQueue.size(),0.9999999999999999,1.0
133,2441,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/time/DateUtils.java,"DateUtils.truncatedCompareTo(Calendar, Calendar, int)",30484,openjdk11,repos/openjdk11/src/java.base/share/classes/java/text/Collator.java,"Collator.compare(Object, Object)",0.28376059402687825,0.40625
134,12595,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/java/NdTypeId.java,NdTypeId.getFieldDescriptor(),43928,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/text/DateFormatter.java,"DateFormatter.getAdjustField(int, Map<?, ?>)",0.23025547034712446,0.16049382716049387
135,18442,guava,repos/guava/guava/src/com/google/common/base/Functions.java,Functions.identity(),57573,openjdk11,repos/openjdk11/src/java.management/share/classes/javax/management/MBeanServerDelegate.java,MBeanServerDelegate.getMBeanServerId(),0.2518072635591435,0.1466666666666666
136,1751,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/functors/StringValueTransformer.java,StringValueTransformer.stringValueTransformer(),25741,openjdk11,repos/openjdk11/src/java.base/share/classes/sun/util/locale/provider/LocaleProviderAdapter.java,LocaleProviderAdapter.forType(Type),0.2353502506520145,0.0561797752808989
137,208,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,ConcurrentHashMapV7.isEmpty(),28419,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/HashMap.java,HashMap.isEmpty(),1.0,0.03658536585365857
138,1566,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/ArrayUtils.java,"ArrayUtils.contains(Object[], Object)",2960,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/ArrayUtils.java,"ArrayUtils.contains(Object[], Object)",0.9999999999999998,1.0
139,4422,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/optim/SimpleBounds.java,SimpleBounds.unbounded(int),34159,openjdk11,repos/openjdk11/src/java.net.http/share/classes/jdk/internal/net/http/HttpRequestImpl.java,HttpRequestImpl.newInstanceForAuthentication(HttpRequestImpl),0.25315346720244836,0.3157894736842105
